location,scene
"GF GS Top Floor","OOT_LAIR_PHANTOM_GANON"
"GF GS Archery Range","OOT_LAIR_PHANTOM_GANON"
"GF Crate 1","OOT_GERUDO_FORTRESS"
"GF Crate 2","OOT_GERUDO_FORTRESS"
"GF Crate 3","OOT_GERUDO_FORTRESS"
"GF Crate 4","OOT_GERUDO_FORTRESS"
"GF Crate 5","OOT_GERUDO_FORTRESS"
"GF Crate 6","OOT_GERUDO_FORTRESS"
"GF Above Jail Crate","OOT_GERUDO_FORTRESS"
"GF HBA Crate 1","OOT_GERUDO_FORTRESS"
"GF HBA Crate 2","OOT_GERUDO_FORTRESS"
"GF HBA Crate 3","OOT_GERUDO_FORTRESS"
"GF HBA Crate 4","OOT_GERUDO_FORTRESS"
"GF HBA Crate 5","OOT_GERUDO_FORTRESS"
"GF HBA Crate 6","OOT_GERUDO_FORTRESS"
"GF HBA Crate 7","OOT_GERUDO_FORTRESS"
"GF HBA Crate 8","OOT_GERUDO_FORTRESS"
"GF HBA Crate 9","OOT_GERUDO_FORTRESS"
"GF HBA Crate 10","OOT_GERUDO_FORTRESS"
"GF HBA Crate 11","OOT_GERUDO_FORTRESS"
"GF HBA Crate 12","OOT_GERUDO_FORTRESS"
"GF HBA Crate 13","OOT_GERUDO_FORTRESS"
"GF Sign Wonderitem Near Entrance","OOT_GERUDO_FORTRESS"
"GF Sign Wonderitem Near HBA","OOT_GERUDO_FORTRESS"
"GF Fairy Fountain Fairy 1","OOT_FAIRY_FOUNTAIN"
"GF Fairy Fountain Fairy 2","OOT_FAIRY_FOUNTAIN"
"GF Fairy Fountain Fairy 3","OOT_FAIRY_FOUNTAIN"
"GF Fairy Fountain Fairy 4","OOT_FAIRY_FOUNTAIN"
"GF Fairy Fountain Fairy 5","OOT_FAIRY_FOUNTAIN"
"GF Fairy Fountain Fairy 6","OOT_FAIRY_FOUNTAIN"
"GF Fairy Fountain Fairy 7","OOT_FAIRY_FOUNTAIN"
"GF Fairy Fountain Fairy 8","OOT_FAIRY_FOUNTAIN"
"Hideout 1 Torch Jail Gerudo Key","OOT_THIEVES_HIDEOUT"
"Hideout 2 Torches Jail Gerudo Key","OOT_THIEVES_HIDEOUT"
"Hideout 3 Torches Jail Gerudo Key","OOT_THIEVES_HIDEOUT"
"Hideout 4 Torches Jail Gerudo Key","OOT_THIEVES_HIDEOUT"
"Hideout Gerudo Membership Card","OOT_THIEVES_HIDEOUT"
"Hideout Break Room Pot 1","OOT_THIEVES_HIDEOUT"
"Hideout Break Room Pot 2","OOT_THIEVES_HIDEOUT"
"Hideout 1 Torch Jail Pot 1","OOT_THIEVES_HIDEOUT"
"Hideout 1 Torch Jail Pot 2","OOT_THIEVES_HIDEOUT"
"Hideout 1 Torch Jail Pot 3","OOT_THIEVES_HIDEOUT"
"Hideout Kitchen Pot 1","OOT_THIEVES_HIDEOUT"
"Hideout Kitchen Pot 2","OOT_THIEVES_HIDEOUT"
"Hideout 4 Torch Jail Pot 1","OOT_THIEVES_HIDEOUT"
"Hideout 4 Torch Jail Pot 2","OOT_THIEVES_HIDEOUT"
"Hideout 2 Torch Jail Pot 1","OOT_THIEVES_HIDEOUT"
"Hideout 2 Torch Jail Pot 2","OOT_THIEVES_HIDEOUT"
"Hideout 2 Torch Jail Pot 3","OOT_THIEVES_HIDEOUT"
"Hideout 2 Torch Jail In Cell Pot 1","OOT_THIEVES_HIDEOUT"
"Hideout 2 Torch Jail In Cell Pot 2","OOT_THIEVES_HIDEOUT"
"Hideout 2 Torch Jail In Cell Pot 3","OOT_THIEVES_HIDEOUT"
"Hideout 2 Torch Jail In Cell Pot 4","OOT_THIEVES_HIDEOUT"
"Hideout Break Room Crate 1","OOT_THIEVES_HIDEOUT"
"Hideout Break Room Crate 2","OOT_THIEVES_HIDEOUT"
"Hideout Break Room Hallway Crate 1","OOT_THIEVES_HIDEOUT"
"Hideout Break Room Hallway Crate 2","OOT_THIEVES_HIDEOUT"
"Hideout 1 Torch Jail Crate","OOT_THIEVES_HIDEOUT"
"Hideout 3 Torch Jail Crate","OOT_THIEVES_HIDEOUT"
"Hideout Near Kitchen Crate 1","OOT_THIEVES_HIDEOUT"
"Hideout Near Kitchen Crate 2","OOT_THIEVES_HIDEOUT"
"Hideout Near Kitchen Crate 3","OOT_THIEVES_HIDEOUT"
"Hideout Near Kitchen Crate 4","OOT_THIEVES_HIDEOUT"
"Hideout Near Kitchen Crate 5","OOT_THIEVES_HIDEOUT"
"Hideout 2 Torch Jail Crate 1","OOT_THIEVES_HIDEOUT"
"Hideout 2 Torch Jail Crate 2","OOT_THIEVES_HIDEOUT"
"Hideout Break Room Wonderitem","OOT_THIEVES_HIDEOUT"
"Hideout Break Room Hall to Balcony Wonderitem","OOT_THIEVES_HIDEOUT"
"Hideout 3 Torch Jail Wonderitem 1","OOT_THIEVES_HIDEOUT"
"Hideout 3 Torch Jail Wonderitem 2","OOT_THIEVES_HIDEOUT"
"Hideout 1 Torch Jail Wonderitem 1","OOT_THIEVES_HIDEOUT"
"Hideout 1 Torch Jail Wonderitem 2","OOT_THIEVES_HIDEOUT"
"Hideout Kitchen Stove Wonderitem","OOT_THIEVES_HIDEOUT"
"Hideout Kitchen Wonderitem","OOT_THIEVES_HIDEOUT"
"Hideout 4 Torch Jail Wonderitem 1","OOT_THIEVES_HIDEOUT"
"Hideout 4 Torch Jail Wonderitem 2","OOT_THIEVES_HIDEOUT"
"Hideout 2 Torch Jail Wonderitem 1","OOT_THIEVES_HIDEOUT"
"Hideout 2 Torch Jail Wonderitem 2","OOT_THIEVES_HIDEOUT"
"Hideout Kitchen Suns Song Fairy","OOT_THIEVES_HIDEOUT"
"Wasteland Bombchu Salesman","OOT_HAUNTED_WASTELAND"
"Wasteland Chest","OOT_HAUNTED_WASTELAND"
"Wasteland GS","OOT_LAIR_VOLVAGIA"
"Wasteland Near GS Pot 1","OOT_HAUNTED_WASTELAND"
"Wasteland Near GS Pot 2","OOT_HAUNTED_WASTELAND"
"Wasteland Near GS Pot 3","OOT_HAUNTED_WASTELAND"
"Wasteland Near GS Pot 4","OOT_HAUNTED_WASTELAND"
"Wasteland Crate Before Quicksand","OOT_HAUNTED_WASTELAND"
"Wasteland Crate After Quicksand 1","OOT_HAUNTED_WASTELAND"
"Wasteland Crate After Quicksand 2","OOT_HAUNTED_WASTELAND"
"Wasteland Crate After Quicksand 3","OOT_HAUNTED_WASTELAND"
"Wasteland Crate Near Colossus","OOT_HAUNTED_WASTELAND"
"Colossus Great Fairy Reward","UNKNOWN"
"Colossus Freestanding PoH","OOT_DESERT_COLOSSUS"
"Colossus Deku Scrub Grotto Front","UNKNOWN"
"Colossus Deku Scrub Grotto Rear","UNKNOWN"
"Colossus GS Bean Patch","OOT_LAIR_VOLVAGIA"
"Colossus GS Tree","OOT_LAIR_VOLVAGIA"
"Colossus GS Hill","OOT_LAIR_VOLVAGIA"
"Colossus Grotto Beehive","OOT_GROTTOS"
"Colossus Tree Wonderitem 1","OOT_DESERT_COLOSSUS"
"Colossus Tree Wonderitem 2","OOT_DESERT_COLOSSUS"
"Colossus Tree Wonderitem 3 Child","OOT_DESERT_COLOSSUS"
"Colossus Tree Wonderitem 4","OOT_DESERT_COLOSSUS"
"Colossus Tree Wonderitem 5","OOT_DESERT_COLOSSUS"
"Colossus Child Guay 1","OOT_DESERT_COLOSSUS"
"Colossus Child Guay 2","OOT_DESERT_COLOSSUS"
"Colossus Child Guay 3","OOT_DESERT_COLOSSUS"
"Colossus Adult Guay 1","OOT_DESERT_COLOSSUS"
"Colossus Adult Guay 2","OOT_DESERT_COLOSSUS"
"Colossus Adult Guay 3","OOT_DESERT_COLOSSUS"
"Colossus Adult Guay 4","OOT_DESERT_COLOSSUS"
"Colossus Adult Guay 5","OOT_DESERT_COLOSSUS"
"Colossus Oasis Fairy 1","OOT_DESERT_COLOSSUS"
"Colossus Oasis Fairy 2","OOT_DESERT_COLOSSUS"
"Colossus Oasis Fairy 3","OOT_DESERT_COLOSSUS"
"Colossus Oasis Fairy 4","OOT_DESERT_COLOSSUS"
"Colossus Oasis Fairy 5","OOT_DESERT_COLOSSUS"
"Colossus Oasis Fairy 6","OOT_DESERT_COLOSSUS"
"Colossus Oasis Fairy 7","OOT_DESERT_COLOSSUS"
"Colossus Oasis Fairy 8","OOT_DESERT_COLOSSUS"
"Colossus Gossip Stone Fairy Spawn","OOT_DESERT_COLOSSUS"
"Colossus Gossip Stone Big Fairy Spawn","OOT_DESERT_COLOSSUS"
"OGC Great Fairy Reward","UNKNOWN"
"OGC GS","OOT_GANON_TOWER_COLLAPSING"
"Deku Tree Map Chest","OOT_DEKU_TREE"
"Deku Tree Slingshot Room Side Chest","OOT_DEKU_TREE"
"Deku Tree Slingshot Chest","OOT_DEKU_TREE"
"Deku Tree Compass Chest","OOT_DEKU_TREE"
"Deku Tree Compass Room Side Chest","OOT_DEKU_TREE"
"Deku Tree Basement Chest","OOT_DEKU_TREE"
"Deku Tree GS Compass Room","OOT_DEKU_TREE"
"Deku Tree GS Basement Vines","OOT_DEKU_TREE"
"Deku Tree GS Basement Gate","OOT_DEKU_TREE"
"Deku Tree GS Basement Back Room","OOT_DEKU_TREE"
"Deku Tree Lower Lobby Recovery Heart","OOT_DEKU_TREE"
"Deku Tree Upper Lobby Recovery Heart","OOT_DEKU_TREE"
"Deku Tree Basement Recovery Heart 1","OOT_DEKU_TREE"
"Deku Tree Basement Recovery Heart 2","OOT_DEKU_TREE"
"Deku Tree Basement Recovery Heart 3","OOT_DEKU_TREE"
"Deku Tree Lobby Grass 1","OOT_DEKU_TREE"
"Deku Tree Lobby Grass 2","OOT_DEKU_TREE"
"Deku Tree Lobby Grass 3","OOT_DEKU_TREE"
"Deku Tree Lobby Grass 4","OOT_DEKU_TREE"
"Deku Tree Lobby Grass 5","OOT_DEKU_TREE"
"Deku Tree Slingshot Room Grass 1","OOT_DEKU_TREE"
"Deku Tree Slingshot Room Grass 2","OOT_DEKU_TREE"
"Deku Tree Slingshot Room Grass 3","OOT_DEKU_TREE"
"Deku Tree Slingshot Room Grass 4","OOT_DEKU_TREE"
"Deku Tree Basement Grass 1","OOT_DEKU_TREE"
"Deku Tree Basement Grass 2","OOT_DEKU_TREE"
"Deku Tree Basement Eye Switch Room Grass 1","OOT_DEKU_TREE"
"Deku Tree Basement Eye Switch Room Grass 2","OOT_DEKU_TREE"
"Deku Tree Basement Eye Switch Room Grass 3","OOT_DEKU_TREE"
"Deku Tree Basement Eye Switch Room Grass 4","OOT_DEKU_TREE"
"Deku Tree Basement Spinning Log Grass 1","OOT_DEKU_TREE"
"Deku Tree Basement Spinning Log Grass 2","OOT_DEKU_TREE"
"Deku Tree Basement Torch Room Grass 1","OOT_DEKU_TREE"
"Deku Tree Basement Torch Room Grass 2","OOT_DEKU_TREE"
"Deku Tree Basement Larvae Room Grass 1","OOT_DEKU_TREE"
"Deku Tree Basement Larvae Room Grass 2","OOT_DEKU_TREE"
"Deku Tree Before Boss Grass 1","OOT_DEKU_TREE"
"Deku Tree Before Boss Grass 2","OOT_DEKU_TREE"
"Deku Tree Before Boss Grass 3","OOT_DEKU_TREE"
"Deku Tree Compass Room Grass 1","OOT_DEKU_TREE"
"Deku Tree Compass Room Grass 2","OOT_DEKU_TREE"
"Deku Tree Gohma Grass 1","OOT_LAIR_GOHMA"
"Deku Tree Gohma Grass 2","OOT_LAIR_GOHMA"
"Deku Tree Gohma Grass 3","OOT_LAIR_GOHMA"
"Deku Tree Gohma Grass 4","OOT_LAIR_GOHMA"
"Deku Tree Gohma Grass 5","OOT_LAIR_GOHMA"
"Deku Tree Gohma Grass 6","OOT_LAIR_GOHMA"
"Deku Tree Gohma Grass 7","OOT_LAIR_GOHMA"
"Deku Tree Gohma Grass 8","OOT_LAIR_GOHMA"
"Deku Tree Lobby Deku Baba 1","OOT_DEKU_TREE"
"Deku Tree Lobby Deku Baba 2","OOT_DEKU_TREE"
"Deku Tree Lobby Deku Baba 3","OOT_DEKU_TREE"
"Deku Tree Lobby Vines Lowest Skullwalltula","OOT_DEKU_TREE"
"Deku Tree Lobby Vines Left Lower Skullwalltula","OOT_DEKU_TREE"
"Deku Tree Lobby Vines Upper Skullwalltula","OOT_DEKU_TREE"
"Deku Tree Before Slingshot Hint Scrub","OOT_DEKU_TREE"
"Deku Tree Compass Room Skulltula","OOT_DEKU_TREE"
"Deku Tree Compass Room Deku Baba","OOT_DEKU_TREE"
"Deku Tree Lobby Skulltula 1","OOT_DEKU_TREE"
"Deku Tree Lobby Skulltula 2","OOT_DEKU_TREE"
"Deku Tree Lobby Skulltula 3","OOT_DEKU_TREE"
"Deku Tree Basement Lower Deku Baba","OOT_DEKU_TREE"
"Deku Tree Basement Upper Ledge Deku Baba 1","OOT_DEKU_TREE"
"Deku Tree Basement Upper Ledge Deku Baba 2","OOT_DEKU_TREE"
"Deku Tree Basement Upper Ledge Withered Deku Baba","OOT_DEKU_TREE"
"Deku Tree Basement Eye Switch Room Hint Scrub","OOT_DEKU_TREE"
"Deku Tree Spinning Log Skulltula","OOT_DEKU_TREE"
"Deku Tree Basement Torch Room Withered Deku Baba 1","OOT_DEKU_TREE"
"Deku Tree Basement Torch Room Withered Deku Baba 2","OOT_DEKU_TREE"
"Deku Tree Basement Torch Room Deku Baba 3","OOT_DEKU_TREE"
"Deku Tree Back Room Deku Baba 1","OOT_DEKU_TREE"
"Deku Tree Back Room Deku Baba 2","OOT_DEKU_TREE"
"Deku Tree Basement Back Room Skulltula","OOT_DEKU_TREE"
"Deku Tree Basement Back Room Gohma Larva 1","OOT_DEKU_TREE"
"Deku Tree Basement Back Room Gohma Larva 2","OOT_DEKU_TREE"
"Deku Tree Basement Back Room Gohma Larva 3","OOT_DEKU_TREE"
"Deku Tree Basement Back Room Near GS Skulltula","OOT_DEKU_TREE"
"Deku Tree Before Boss 3-2-1 Scrubs Left","OOT_DEKU_TREE"
"Deku Tree Before Boss 3-2-1 Scrubs Middle","OOT_DEKU_TREE"
"Deku Tree Before Boss 3-2-1 Scrubs Right","OOT_DEKU_TREE"
"Deku Tree Queen Gohma Heart","OOT_LAIR_GOHMA"
"Dodongos Cavern Map Chest","OOT_DODONGO_CAVERN"
"Dodongos Cavern Compass Chest","OOT_DODONGO_CAVERN"
"Dodongos Cavern Bomb Flower Platform Chest","OOT_DODONGO_CAVERN"
"Dodongos Cavern Bomb Bag Chest","OOT_DODONGO_CAVERN"
"Dodongos Cavern End of Bridge Chest","OOT_DODONGO_CAVERN"
"Dodongos Cavern Deku Scrub Side Room Near Dodongos","OOT_DODONGO_CAVERN"
"Dodongos Cavern Deku Scrub Lobby","OOT_DODONGO_CAVERN"
"Dodongos Cavern Deku Scrub Near Bomb Bag Left","OOT_DODONGO_CAVERN"
"Dodongos Cavern Deku Scrub Near Bomb Bag Right","OOT_DODONGO_CAVERN"
"Dodongos Cavern GS Side Room Near Lower Lizalfos","OOT_DODONGO_CAVERN"
"Dodongos Cavern GS Scarecrow","OOT_DODONGO_CAVERN"
"Dodongos Cavern GS Alcove Above Stairs","OOT_DODONGO_CAVERN"
"Dodongos Cavern GS Vines Above Stairs","OOT_DODONGO_CAVERN"
"Dodongos Cavern GS Back Room","OOT_DODONGO_CAVERN"
"Dodongos Cavern Lower Lizalfos Hidden Recovery Heart","OOT_DODONGO_CAVERN"
"Dodongos Cavern Upper Lizalfos Recovery Heart 1","OOT_DODONGO_CAVERN"
"Dodongos Cavern Upper Lizalfos Recovery Heart 2","OOT_DODONGO_CAVERN"
"Dodongos Cavern Blade Room Behind Block Recovery Heart","OOT_DODONGO_CAVERN"
"Dodongos Cavern Right Side Pot 1","OOT_DODONGO_CAVERN"
"Dodongos Cavern Right Side Pot 2","OOT_DODONGO_CAVERN"
"Dodongos Cavern Right Side Pot 3","OOT_DODONGO_CAVERN"
"Dodongos Cavern Right Side Pot 4","OOT_DODONGO_CAVERN"
"Dodongos Cavern Right Side Pot 5","OOT_DODONGO_CAVERN"
"Dodongos Cavern Right Side Pot 6","OOT_DODONGO_CAVERN"
"Dodongos Cavern Lower Lizalfos Pot 1","OOT_DODONGO_CAVERN"
"Dodongos Cavern Lower Lizalfos Pot 2","OOT_DODONGO_CAVERN"
"Dodongos Cavern Lower Lizalfos Pot 3","OOT_DODONGO_CAVERN"
"Dodongos Cavern Lower Lizalfos Pot 4","OOT_DODONGO_CAVERN"
"Dodongos Cavern Torch Room Pot 1","OOT_DODONGO_CAVERN"
"Dodongos Cavern Torch Room Pot 2","OOT_DODONGO_CAVERN"
"Dodongos Cavern Torch Room Pot 3","OOT_DODONGO_CAVERN"
"Dodongos Cavern Torch Room Pot 4","OOT_DODONGO_CAVERN"
"Dodongos Cavern Staircase Pot 1","OOT_DODONGO_CAVERN"
"Dodongos Cavern Staircase Pot 2","OOT_DODONGO_CAVERN"
"Dodongos Cavern Staircase Pot 3","OOT_DODONGO_CAVERN"
"Dodongos Cavern Staircase Pot 4","OOT_DODONGO_CAVERN"
"Dodongos Cavern Last Block Pot 1","OOT_DODONGO_CAVERN"
"Dodongos Cavern Last Block Pot 2","OOT_DODONGO_CAVERN"
"Dodongos Cavern Last Block Pot 3","OOT_DODONGO_CAVERN"
"Dodongos Cavern Last Block Pot 4","OOT_DODONGO_CAVERN"
"Dodongos Cavern Blade Room Pot 1","OOT_DODONGO_CAVERN"
"Dodongos Cavern Blade Room Pot 2","OOT_DODONGO_CAVERN"
"Dodongos Cavern Single Eye Switch Room Pot 1","OOT_DODONGO_CAVERN"
"Dodongos Cavern Single Eye Switch Room Pot 2","OOT_DODONGO_CAVERN"
"Dodongos Cavern Double Eye Switch Room Pot 1","OOT_DODONGO_CAVERN"
"Dodongos Cavern Double Eye Switch Room Pot 2","OOT_DODONGO_CAVERN"
"Dodongos Cavern First Bridge Grass","OOT_DODONGO_CAVERN"
"Dodongos Cavern Before Boss Grass","OOT_DODONGO_CAVERN"
"Dodongos Cavern Blade Room Grass","OOT_DODONGO_CAVERN"
"Dodongos Cavern Single Eye Switch Room Grass","OOT_DODONGO_CAVERN"
"Dodongos Cavern Beamos Left Side","OOT_DODONGO_CAVERN"
"Dodongos Cavern Beamos Right Side","OOT_DODONGO_CAVERN"
"Dodongos Cavern Beamos Center","OOT_DODONGO_CAVERN"
"Dodongos Cavern Right Side Baby Dodongo 1","OOT_DODONGO_CAVERN"
"Dodongos Cavern Right Side Baby Dodongo 2","OOT_DODONGO_CAVERN"
"Dodongos Cavern Right Side Baby Dodongo 3","OOT_DODONGO_CAVERN"
"Dodongos Cavern Right Side Baby Dodongo 4","OOT_DODONGO_CAVERN"
"Dodongos Cavern Right Side Baby Dodongo 5","OOT_DODONGO_CAVERN"
"Dodongos Cavern Right Side Baby Dodongo 6","OOT_DODONGO_CAVERN"
"Dodongos Cavern Right Side Keese 1","OOT_DODONGO_CAVERN"
"Dodongos Cavern Right Side Keese 2","OOT_DODONGO_CAVERN"
"Dodongos Cavern Lower Lizalfos 1","OOT_DODONGO_CAVERN"
"Dodongos Cavern Lower Lizalfos 2","OOT_DODONGO_CAVERN"
"Dodongos Cavern Torch Room Dodongo 1","OOT_DODONGO_CAVERN"
"Dodongos Cavern Torch Room Dodongo 2","OOT_DODONGO_CAVERN"
"Dodongos Cavern Torch Room Dodongo 3","OOT_DODONGO_CAVERN"
"Dodongos Cavern Side Room Near Lower Lizalfos Keese 1","OOT_DODONGO_CAVERN"
"Dodongos Cavern Side Room Near Lower Lizalfos Keese 2","OOT_DODONGO_CAVERN"
"Dodongos Cavern Side Room Near Lower Lizalfos Keese 3","OOT_DODONGO_CAVERN"
"Dodongos Cavern Compass Room Armos","OOT_DODONGO_CAVERN"
"Dodongos Cavern Staircase Skullwalltula","OOT_DODONGO_CAVERN"
"Dodongos Cavern Climb Switch Room Armos 1","OOT_DODONGO_CAVERN"
"Dodongos Cavern Climb Switch Room Armos 2","OOT_DODONGO_CAVERN"
"Dodongos Cavern Climb Switch Room Armos 3","OOT_DODONGO_CAVERN"
"Dodongos Cavern Climb Switch Room Keese 1","OOT_DODONGO_CAVERN"
"Dodongos Cavern Climb Switch Room Keese 2","OOT_DODONGO_CAVERN"
"Dodongos Cavern Upper Bridge Keese 1","OOT_DODONGO_CAVERN"
"Dodongos Cavern Upper Bridge Keese 2","OOT_DODONGO_CAVERN"
"Dodongos Cavern Before Upper Lizalfos Baby Dodongo 1","OOT_DODONGO_CAVERN"
"Dodongos Cavern Before Upper Lizalfos Baby Dodongo 2","OOT_DODONGO_CAVERN"
"Dodongos Cavern Before Upper Lizalfos Baby Dodongo 3","OOT_DODONGO_CAVERN"
"Dodongos Cavern Upper Lizalfos 1","OOT_DODONGO_CAVERN"
"Dodongos Cavern Upper Lizalfos 2","OOT_DODONGO_CAVERN"
"Dodongos Cavern Before Boss Keese 1","OOT_DODONGO_CAVERN"
"Dodongos Cavern Before Boss Keese 2","OOT_DODONGO_CAVERN"
"Dodongos Cavern Before Back Room Keese 1","OOT_DODONGO_CAVERN"
"Dodongos Cavern Before Back Room Keese 2","OOT_DODONGO_CAVERN"
"Dodongos Cavern Back Room Armos","OOT_DODONGO_CAVERN"
"Dodongos Cavern Gossip Stone Fairy Spawn","OOT_DODONGO_CAVERN"
"Dodongos Cavern Gossip Stone Big Fairy Spawn","OOT_DODONGO_CAVERN"
"Dodongos Cavern Boss Room Chest","OOT_LAIR_KING_DODONGO"
"Dodongos Cavern King Dodongo Heart","OOT_LAIR_KING_DODONGO"
"Jabu Jabus Belly Boomerang Chest","OOT_INSIDE_JABU_JABU"
"Jabu Jabus Belly Map Chest","OOT_INSIDE_JABU_JABU"
"Jabu Jabus Belly Compass Chest","OOT_INSIDE_JABU_JABU"
"Jabu Jabus Belly Deku Scrub","OOT_INSIDE_JABU_JABU"
"Jabu Jabus Belly GS Water Switch Room","OOT_INSIDE_JABU_JABU"
"Jabu Jabus Belly GS Lobby Basement Lower","OOT_INSIDE_JABU_JABU"
"Jabu Jabus Belly GS Lobby Basement Upper","OOT_INSIDE_JABU_JABU"
"Jabu Jabus Belly GS Near Boss","OOT_INSIDE_JABU_JABU"
"Jabu Jabus Belly Above Big Octo Pot 1","OOT_INSIDE_JABU_JABU"
"Jabu Jabus Belly Above Big Octo Pot 2","OOT_INSIDE_JABU_JABU"
"Jabu Jabus Belly Above Big Octo Pot 3","OOT_INSIDE_JABU_JABU"
"Jabu Jabus Belly Basement 2 Octoroks Pot 5","OOT_INSIDE_JABU_JABU"
"Jabu Jabus Belly Basement 2 Octoroks Pot 1","OOT_INSIDE_JABU_JABU"
"Jabu Jabus Belly Basement 2 Octoroks Pot 2","OOT_INSIDE_JABU_JABU"
"Jabu Jabus Belly Basement 2 Octoroks Pot 3","OOT_INSIDE_JABU_JABU"
"Jabu Jabus Belly Basement 2 Octoroks Pot 4","OOT_INSIDE_JABU_JABU"
"Jabu Jabus Belly Basement Switch Room Pot 1","OOT_INSIDE_JABU_JABU"
"Jabu Jabus Belly Basement Switch Room Pot 2","OOT_INSIDE_JABU_JABU"
"Jabu Jabus Belly Basement Switch Room Pot 3","OOT_INSIDE_JABU_JABU"
"Jabu Jabus Belly Small Wooden Crate 1","OOT_INSIDE_JABU_JABU"
"Jabu Jabus Belly Small Wooden Crate 2","OOT_INSIDE_JABU_JABU"
"Jabu Jabus Belly Entryway Octorok Left","OOT_INSIDE_JABU_JABU"
"Jabu Jabus Belly Entryway Octorok Right","OOT_INSIDE_JABU_JABU"
"Jabu Jabus Belly Entryway Shabom 1","OOT_INSIDE_JABU_JABU"
"Jabu Jabus Belly Entryway Shabom 2","OOT_INSIDE_JABU_JABU"
"Jabu Jabus Belly Elevator Room Biri","OOT_INSIDE_JABU_JABU"
"Jabu Jabus Belly Pit Room Biri 1","OOT_INSIDE_JABU_JABU"
"Jabu Jabus Belly Pit Room Biri 2","OOT_INSIDE_JABU_JABU"
"Jabu Jabus Belly Pit Room Biri 3","OOT_INSIDE_JABU_JABU"
"Jabu Jabus Belly Pit Room Bari 1","OOT_INSIDE_JABU_JABU"
"Jabu Jabus Belly Pit Room Bari 2","OOT_INSIDE_JABU_JABU"
"Jabu Jabus Belly Basement Biri 1","OOT_INSIDE_JABU_JABU"
"Jabu Jabus Belly Basement Biri 2","OOT_INSIDE_JABU_JABU"
"Jabu Jabus Belly Basement Biri 3","OOT_INSIDE_JABU_JABU"
"Jabu Jabus Belly Basement Biri 4","OOT_INSIDE_JABU_JABU"
"Jabu Jabus Belly Basement Switch Room Shabom 1","OOT_INSIDE_JABU_JABU"
"Jabu Jabus Belly Basement Switch Room Shabom 2","OOT_INSIDE_JABU_JABU"
"Jabu Jabus Belly Basement Switch Room Shabom 3","OOT_INSIDE_JABU_JABU"
"Jabu Jabus Belly Basement Switch Room Shabom 4","OOT_INSIDE_JABU_JABU"
"Jabu Jabus Belly Basement Switch Room Shabom 5","OOT_INSIDE_JABU_JABU"
"Jabu Jabus Belly Basement Switch Room Shabom 6","OOT_INSIDE_JABU_JABU"
"Jabu Jabus Belly Basement Switch Room Shabom 7","OOT_INSIDE_JABU_JABU"
"Jabu Jabus Belly Basement Switch Room Stinger 1","OOT_INSIDE_JABU_JABU"
"Jabu Jabus Belly Basement Switch Room Stinger 2","OOT_INSIDE_JABU_JABU"
"Jabu Jabus Belly Basement Switch Room Stinger 3","OOT_INSIDE_JABU_JABU"
"Jabu Jabus Belly Basement 2 Octoroks Left Octorok","OOT_INSIDE_JABU_JABU"
"Jabu Jabus Belly Basement 2 Octoroks Right Octorok","OOT_INSIDE_JABU_JABU"
"Jabu Jabus Belly Elevator Room Octorok","OOT_INSIDE_JABU_JABU"
"Jabu Jabus Belly Hallway Tailsparan 1","OOT_INSIDE_JABU_JABU"
"Jabu Jabus Belly Hallway Tailsparan 2","OOT_INSIDE_JABU_JABU"
"Jabu Jabus Belly Hallway Tailsparan 3","OOT_INSIDE_JABU_JABU"
"Jabu Jabus Belly Hallway Tailsparan 4","OOT_INSIDE_JABU_JABU"
"Jabu Jabus Belly Hallway Tailsparan 5","OOT_INSIDE_JABU_JABU"
"Jabu Jabus Belly Boomerang Chest Stinger 1","OOT_INSIDE_JABU_JABU"
"Jabu Jabus Belly Boomerang Chest Stinger 2","OOT_INSIDE_JABU_JABU"
"Jabu Jabus Belly Boomerang Chest Stinger 3","OOT_INSIDE_JABU_JABU"
"Jabu Jabus Belly Boomerang Chest Stinger 4","OOT_INSIDE_JABU_JABU"
"Jabu Jabus Belly Compass Chest Shabom 1","OOT_INSIDE_JABU_JABU"
"Jabu Jabus Belly Compass Chest Shabom 2","OOT_INSIDE_JABU_JABU"
"Jabu Jabus Belly Compass Chest Shabom 3","OOT_INSIDE_JABU_JABU"
"Jabu Jabus Belly Compass Chest Shabom 4","OOT_INSIDE_JABU_JABU"
"Jabu Jabus Belly Compass Chest Shabom 5","OOT_INSIDE_JABU_JABU"
"Jabu Jabus Belly Compass Chest Shabom 6","OOT_INSIDE_JABU_JABU"
"Jabu Jabus Belly Compass Chest Shabom 7","OOT_INSIDE_JABU_JABU"
"Jabu Jabus Belly Compass Chest Shabom 8","OOT_INSIDE_JABU_JABU"
"Jabu Jabus Belly Compass Chest Shabom 9","OOT_INSIDE_JABU_JABU"
"Jabu Jabus Belly Last Tentacle Biri 1","OOT_INSIDE_JABU_JABU"
"Jabu Jabus Belly Last Tentacle Biri 2","OOT_INSIDE_JABU_JABU"
"Jabu Jabus Belly Last Tentacle Biri 3","OOT_INSIDE_JABU_JABU"
"Jabu Jabus Belly Last Tentacle Biri 4","OOT_INSIDE_JABU_JABU"
"Jabu Jabus Belly After Big Octo Biri 1","OOT_INSIDE_JABU_JABU"
"Jabu Jabus Belly After Big Octo Biri 2","OOT_INSIDE_JABU_JABU"
